drug_abbreviation,page,context
RPV,90,"e: Monitor for signs of opiate withdrawal and increase 
methadone dose if necessary.  
Rilpivirine (RPV)  • BUP: No significant interactions are expected.  
• Methadone: RPV mildly reduces methadone c"
RPV,90,"e: Monitor for signs of opiate withdrawal and increase 
methadone dose if necessary.  
Rilpivirine (RPV)  • BUP: No significant interactions are expected.  
• Methadone: RPV mildly reduces methadone c"
EFV,90,"; supratherapeutic 
doses of RPV have been known to cause increase in QT 
prolongation. 
Efavirenz (EFV)  • BUP: When given with BUP (monotherapy), EFV significantly 
reduces BUP concentrations, but n"
EFV,90,"; supratherapeutic 
doses of RPV have been known to cause increase in QT 
prolongation. 
Efavirenz (EFV)  • BUP: When given with BUP (monotherapy), EFV significantly 
reduces BUP concentrations, but n"
EFV,90,"; supratherapeutic 
doses of RPV have been known to cause increase in QT 
prolongation. 
Efavirenz (EFV)  • BUP: When given with BUP (monotherapy), EFV significantly 
reduces BUP concentrations, but n"
ETR,90,"rate to achieve clinical effect; monitor for signs 
and symptoms of opioid withdrawal. 
Etravirine (ETR)  • BUP: No significant interactions are expected.  
• Methadone: ETR may slightly increase meth"
ETR,90,"rate to achieve clinical effect; monitor for signs 
and symptoms of opioid withdrawal. 
Etravirine (ETR)  • BUP: No significant interactions are expected.  
• Methadone: ETR may slightly increase meth"
LEN,91,"see prescribing information)  
Class or Drug  Mechanism of Action  Clinical Comments  
Lenacapavir (LEN)  Methadone, BUP:  Moderate inhibition of CYP3A4 and P -gP 
potentially increases methadone or B"
LEN,91,"see prescribing information)  
Class or Drug  Mechanism of Action  Clinical Comments  
Lenacapavir (LEN)  Methadone, BUP:  Moderate inhibition of CYP3A4 and P -gP 
potentially increases methadone or B"
LEN,91,"see prescribing information)  
Class or Drug  Mechanism of Action  Clinical Comments  
Lenacapavir (LEN)  Methadone, BUP:  Moderate inhibition of CYP3A4 and P -gP 
potentially increases methadone or B"
DTG,91,"ing information) 
Class or Drug  Mechanism of Action  Clinical Comments  
• NRTIs  
• Dolutegravir (DTG)  
• Raltegravir (RAL)  
• Rilpivirine (RPV)  
• Doravirine (DOR)  No significant interactions r"
RAL,91,"s or Drug  Mechanism of Action  Clinical Comments  
• NRTIs  
• Dolutegravir (DTG)  
• Raltegravir (RAL)  
• Rilpivirine (RPV)  
• Doravirine (DOR)  No significant interactions reported.  No dose adju"
RPV,91,"f Action  Clinical Comments  
• NRTIs  
• Dolutegravir (DTG)  
• Raltegravir (RAL)  
• Rilpivirine (RPV)  
• Doravirine (DOR)  No significant interactions reported.  No dose adjustments are necessary."
DOR,91,"mments  
• NRTIs  
• Dolutegravir (DTG)  
• Raltegravir (RAL)  
• Rilpivirine (RPV)  
• Doravirine (DOR)  No significant interactions reported.  No dose adjustments are necessary.  
Bictegravir (BIC)"
BIC,91,"ine (DOR)  No significant interactions reported.  No dose adjustments are necessary.  
Bictegravir (BIC)  Cyclosporine  may increase BIC concentrations to modest degree 
via P -gP inhibition.  Cyclosp"
BIC,91,"ine (DOR)  No significant interactions reported.  No dose adjustments are necessary.  
Bictegravir (BIC)  Cyclosporine  may increase BIC concentrations to modest degree 
via P -gP inhibition.  Cyclosp"
BIC,91,"ine (DOR)  No significant interactions reported.  No dose adjustments are necessary.  
Bictegravir (BIC)  Cyclosporine  may increase BIC concentrations to modest degree 
via P -gP inhibition.  Cyclosp"
EVG,91,"ee 
via P -gP inhibition.  Cyclosporine:  Monitor for BIC -related adverse effects.  
Elvitegravir (EVG), boosted  Everolimus, sirolimus, cyclosporine, tacrolimus:  Metabolism 
decreased by boosted EV"
EVG,91,"ee 
via P -gP inhibition.  Cyclosporine:  Monitor for BIC -related adverse effects.  
Elvitegravir (EVG), boosted  Everolimus, sirolimus, cyclosporine, tacrolimus:  Metabolism 
decreased by boosted EV"
EVG,91,"ee 
via P -gP inhibition.  Cyclosporine:  Monitor for BIC -related adverse effects.  
Elvitegravir (EVG), boosted  Everolimus, sirolimus, cyclosporine, tacrolimus:  Metabolism 
decreased by boosted EV"
EFV,91,"Cyclosporine, tacrolimus:  Dose based on TDM; monitor closely 
for adverse effects.  
• Efavirenz (EFV)  
• Etravirine (ETR)  Cyclosporine, tacrolimus:  EFV or ETR may lower concentrations.  Cyclospo"
ETR,91,"imus:  Dose based on TDM; monitor closely 
for adverse effects.  
• Efavirenz (EFV)  
• Etravirine (ETR)  Cyclosporine, tacrolimus:  EFV or ETR may lower concentrations.  Cyclosporine, tacrolimus:  
•"
EFV,91,"Cyclosporine, tacrolimus:  Dose based on TDM; monitor closely 
for adverse effects.  
• Efavirenz (EFV)  
• Etravirine (ETR)  Cyclosporine, tacrolimus:  EFV or ETR may lower concentrations.  Cyclospo"
ETR,91,"imus:  Dose based on TDM; monitor closely 
for adverse effects.  
• Efavirenz (EFV)  
• Etravirine (ETR)  Cyclosporine, tacrolimus:  EFV or ETR may lower concentrations.  Cyclosporine, tacrolimus:  
•"
TDF,91,"s; NRTI, nucleoside reverse transcriptase inhibitor; P -gP, P-glycoprotein; PI, protease inhibitor; TDF, tenofovir 
disoproxil fumarate; TDM, therapeutic drug monitoring.  
Note: 
a. Cyclosporine can"
TDF,91,"s; NRTI, nucleoside reverse transcriptase inhibitor; P -gP, P-glycoprotein; PI, protease inhibitor; TDF, tenofovir 
disoproxil fumarate; TDM, therapeutic drug monitoring.  
Note: 
a. Cyclosporine can"
FTC,92,"mbutol [b], rifaximin [b] 
Class or Drug  Mechanism of Action  Clinical Comments  
• Emtricitabine (FTC) 
• Lamivudine (3TC)  
• Tenofovir disoproxil 
fumarate (TDF)  No clinically significant interac"
TDF,92,"Clinical Comments  
• Emtricitabine (FTC) 
• Lamivudine (3TC)  
• Tenofovir disoproxil 
fumarate (TDF)  No clinically significant interactions are expected.  No dose adjustments are necessary.  
Aba"
ABC,92,"o clinically significant interactions are expected.  No dose adjustments are necessary.  
Abacavir (ABC)  • Rifabutin, rifapentine:  No clinically significant interactions are 
expected.  
• Rifampin"
ABC,92,"o clinically significant interactions are expected.  No dose adjustments are necessary.  
Abacavir (ABC)  • Rifabutin, rifapentine:  No clinically significant interactions are 
expected.  
• Rifampin"
ABC,92,"o clinically significant interactions are expected.  No dose adjustments are necessary.  
Abacavir (ABC)  • Rifabutin, rifapentine:  No clinically significant interactions are 
expected.  
• Rifampin"
TAF,92,"ampin:  No dose adjustments are recommended for 
concomitant use with ABC.  
Tenofovir alafenamide (TAF)  • Rifabutin:  CYP3A and P -gP induction is expected to decrease 
TAF levels.  
• Rifampin, rif"
TAF,92,"ampin:  No dose adjustments are recommended for 
concomitant use with ABC.  
Tenofovir alafenamide (TAF)  • Rifabutin:  CYP3A and P -gP induction is expected to decrease 
TAF levels.  
• Rifampin, rif"
TAF,92,"ampin:  No dose adjustments are recommended for 
concomitant use with ABC.  
Tenofovir alafenamide (TAF)  • Rifabutin:  CYP3A and P -gP induction is expected to decrease 
TAF levels.  
• Rifampin, rif"
TAF,92,"ampin:  No dose adjustments are recommended for 
concomitant use with ABC.  
Tenofovir alafenamide (TAF)  • Rifabutin:  CYP3A and P -gP induction is expected to decrease 
TAF levels.  
• Rifampin, rif"
TDF,92,"Clinical Comments  
• Emtricitabine (FTC) 
• Lamivudine (3TC)  
• Tenofovir disoproxil 
fumarate (TDF)  No clinically significant interactions are expected.  No dose adjustments are necessary.  
Aba"
TAF,92,"ampin:  No dose adjustments are recommended for 
concomitant use with ABC.  
Tenofovir alafenamide (TAF)  • Rifabutin:  CYP3A and P -gP induction is expected to decrease 
TAF levels.  
• Rifampin, rif"
DOR,92,"ster with TAF unless 
benefit outweighs risk; monitor closely for virologic response.  
Doravirine (DOR)  • Rifabutin:  CYP3A induction is expected to decrease DOR levels.  
• Rifampin, rifapentine:"
DOR,92,"ster with TAF unless 
benefit outweighs risk; monitor closely for virologic response.  
Doravirine (DOR)  • Rifabutin:  CYP3A induction is expected to decrease DOR levels.  
• Rifampin, rifapentine:"
DOR,92,"ster with TAF unless 
benefit outweighs risk; monitor closely for virologic response.  
Doravirine (DOR)  • Rifabutin:  CYP3A induction is expected to decrease DOR levels.  
• Rifampin, rifapentine:"
DOR,92,"ster with TAF unless 
benefit outweighs risk; monitor closely for virologic response.  
Doravirine (DOR)  • Rifabutin:  CYP3A induction is expected to decrease DOR levels.  
• Rifampin, rifapentine:"
DOR,92,"ster with TAF unless 
benefit outweighs risk; monitor closely for virologic response.  
Doravirine (DOR)  • Rifabutin:  CYP3A induction is expected to decrease DOR levels.  
• Rifampin, rifapentine:"
EFV,92,"icated.  
‒ After stopping rifampin or rifapentine, wait 4 weeks before 
starting DOR.  
Efavirenz (EFV)  • Rifabutin:  EFV induction of CYP3A reduces rifabutin 
bioavailability, but coadministration"
EFV,92,"icated.  
‒ After stopping rifampin or rifapentine, wait 4 weeks before 
starting DOR.  
Efavirenz (EFV)  • Rifabutin:  EFV induction of CYP3A reduces rifabutin 
bioavailability, but coadministration"
EFV,92,"icated.  
‒ After stopping rifampin or rifapentine, wait 4 weeks before 
starting DOR.  
Efavirenz (EFV)  • Rifabutin:  EFV induction of CYP3A reduces rifabutin 
bioavailability, but coadministration"
EFV,92,"icated.  
‒ After stopping rifampin or rifapentine, wait 4 weeks before 
starting DOR.  
Efavirenz (EFV)  • Rifabutin:  EFV induction of CYP3A reduces rifabutin 
bioavailability, but coadministration"
EFV,92,"icated.  
‒ After stopping rifampin or rifapentine, wait 4 weeks before 
starting DOR.  
Efavirenz (EFV)  • Rifabutin:  EFV induction of CYP3A reduces rifabutin 
bioavailability, but coadministration"
EFV,92,"icated.  
‒ After stopping rifampin or rifapentine, wait 4 weeks before 
starting DOR.  
Efavirenz (EFV)  • Rifabutin:  EFV induction of CYP3A reduces rifabutin 
bioavailability, but coadministration"
ETR,92,"‒ Do not use EFV 400 mg daily.  
• Rifapentine:  No dose adjustments are necessary. 
Etravirine (ETR)  • Rifabutin:  When used concomitantly, increased rifabutin levels 
are expected and decreased"
ETR,92,"‒ Do not use EFV 400 mg daily.  
• Rifapentine:  No dose adjustments are necessary. 
Etravirine (ETR)  • Rifabutin:  When used concomitantly, increased rifabutin levels 
are expected and decreased"
ETR,92,"‒ Do not use EFV 400 mg daily.  
• Rifapentine:  No dose adjustments are necessary. 
Etravirine (ETR)  • Rifabutin:  When used concomitantly, increased rifabutin levels 
are expected and decreased"
ETR,92,"‒ Do not use EFV 400 mg daily.  
• Rifapentine:  No dose adjustments are necessary. 
Etravirine (ETR)  • Rifabutin:  When used concomitantly, increased rifabutin levels 
are expected and decreased"
ETR,92,"‒ Do not use EFV 400 mg daily.  
• Rifapentine:  No dose adjustments are necessary. 
Etravirine (ETR)  • Rifabutin:  When used concomitantly, increased rifabutin levels 
are expected and decreased"
ETR,92,"‒ Do not use EFV 400 mg daily.  
• Rifapentine:  No dose adjustments are necessary. 
Etravirine (ETR)  • Rifabutin:  When used concomitantly, increased rifabutin levels 
are expected and decreased"
RPV,93,"ethambutol [b], rifaximin [b] 
Class or Drug  Mechanism of Action  Clinical Comments  
Rilpivirine (RPV)  Rifabutin, rifampin, rifapentine:  Coadministration may 
significantly reduce RPV concentratio"
RPV,93,"ethambutol [b], rifaximin [b] 
Class or Drug  Mechanism of Action  Clinical Comments  
Rilpivirine (RPV)  Rifabutin, rifampin, rifapentine:  Coadministration may 
significantly reduce RPV concentratio"
RPV,93,"ethambutol [b], rifaximin [b] 
Class or Drug  Mechanism of Action  Clinical Comments  
Rilpivirine (RPV)  Rifabutin, rifampin, rifapentine:  Coadministration may 
significantly reduce RPV concentratio"
RPV,93,"ethambutol [b], rifaximin [b] 
Class or Drug  Mechanism of Action  Clinical Comments  
Rilpivirine (RPV)  Rifabutin, rifampin, rifapentine:  Coadministration may 
significantly reduce RPV concentratio"
RPV,93,"ethambutol [b], rifaximin [b] 
Class or Drug  Mechanism of Action  Clinical Comments  
Rilpivirine (RPV)  Rifabutin, rifampin, rifapentine:  Coadministration may 
significantly reduce RPV concentratio"
RPV,93,"ethambutol [b], rifaximin [b] 
Class or Drug  Mechanism of Action  Clinical Comments  
Rilpivirine (RPV)  Rifabutin, rifampin, rifapentine:  Coadministration may 
significantly reduce RPV concentratio"
RTV,93,"d.  
• Rifampin, rifapentine: CYP3A induction reduces bioavailability 
of all PIs. • Rifabutin:  
‒ RTV-boosted PIs: When used concomitantly, reduce 
rifabutin to 150  mg 3 times per week.  
‒ COBI- b"
COBI,93,"n:  
‒ RTV-boosted PIs: When used concomitantly, reduce 
rifabutin to 150  mg 3 times per week.  
‒ COBI- boosted PIs: Do not coadminister. 
• Rifampin, rifapentine:  Concomitant use of PIs and rifamp"
BIC,93,"ifapentine:  Concomitant use of PIs and rifampin or 
rifapentine is contraindicated.  
Bictegravir (BIC)  • Rifabutin:  CYP3A and P -gP induction decreases BIC levels.  
• Rifampin, rifapentine: CYP3A"
BIC,93,"ifapentine:  Concomitant use of PIs and rifampin or 
rifapentine is contraindicated.  
Bictegravir (BIC)  • Rifabutin:  CYP3A and P -gP induction decreases BIC levels.  
• Rifampin, rifapentine: CYP3A"
CAB,93,"[c]. 
• Rifabutin, rifapentine:  Concomitant use is not recommended 
[FDA(a) 2025] . 
Cabotegravir (CAB)  Rifabutin, rifampin, rifapentine:  Coadministration may 
significantly reduce CAB concentratio"
CAB,93,"[c]. 
• Rifabutin, rifapentine:  Concomitant use is not recommended 
[FDA(a) 2025] . 
Cabotegravir (CAB)  Rifabutin, rifampin, rifapentine:  Coadministration may 
significantly reduce CAB concentratio"
CAB,93,"[c]. 
• Rifabutin, rifapentine:  Concomitant use is not recommended 
[FDA(a) 2025] . 
Cabotegravir (CAB)  Rifabutin, rifampin, rifapentine:  Coadministration may 
significantly reduce CAB concentratio"
CAB,93,"[c]. 
• Rifabutin, rifapentine:  Concomitant use is not recommended 
[FDA(a) 2025] . 
Cabotegravir (CAB)  Rifabutin, rifampin, rifapentine:  Coadministration may 
significantly reduce CAB concentratio"
CAB,93,"[c]. 
• Rifabutin, rifapentine:  Concomitant use is not recommended 
[FDA(a) 2025] . 
Cabotegravir (CAB)  Rifabutin, rifampin, rifapentine:  Coadministration may 
significantly reduce CAB concentratio"
DTG,93,"ifapentine: Concomitant use is 
contraindicated with injectable  CAB [FDA(b) 2025] . 
Dolutegravir (DTG)  • Rifabutin:  No clinically significant interactions expected.  
• Rifampin:  CYP3A induction"
DTG,93,"ifapentine: Concomitant use is 
contraindicated with injectable  CAB [FDA(b) 2025] . 
Dolutegravir (DTG)  • Rifabutin:  No clinically significant interactions expected.  
• Rifampin:  CYP3A induction"
DTG,93,"ifapentine: Concomitant use is 
contraindicated with injectable  CAB [FDA(b) 2025] . 
Dolutegravir (DTG)  • Rifabutin:  No clinically significant interactions expected.  
• Rifampin:  CYP3A induction"
DTG,93,"ifapentine: Concomitant use is 
contraindicated with injectable  CAB [FDA(b) 2025] . 
Dolutegravir (DTG)  • Rifabutin:  No clinically significant interactions expected.  
• Rifampin:  CYP3A induction"
DTG,93,"ifapentine: Concomitant use is 
contraindicated with injectable  CAB [FDA(b) 2025] . 
Dolutegravir (DTG)  • Rifabutin:  No clinically significant interactions expected.  
• Rifampin:  CYP3A induction"
EVG,93,"ster with DTG 50  mg twice daily.  
• Rifapentine, once daily:  Do not coadminister. 
Elvitegravir (EVG), boosted  • Rifabutin:  CYP3A induction is expected to decrease EVG levels.  
• Rifampin, rifap"
EVG,93,"ster with DTG 50  mg twice daily.  
• Rifapentine, once daily:  Do not coadminister. 
Elvitegravir (EVG), boosted  • Rifabutin:  CYP3A induction is expected to decrease EVG levels.  
• Rifampin, rifap"
EVG,93,"ster with DTG 50  mg twice daily.  
• Rifapentine, once daily:  Do not coadminister. 
Elvitegravir (EVG), boosted  • Rifabutin:  CYP3A induction is expected to decrease EVG levels.  
• Rifampin, rifap"
EVG,93,"ster with DTG 50  mg twice daily.  
• Rifapentine, once daily:  Do not coadminister. 
Elvitegravir (EVG), boosted  • Rifabutin:  CYP3A induction is expected to decrease EVG levels.  
• Rifampin, rifap"
EVG,93,"ster with DTG 50  mg twice daily.  
• Rifapentine, once daily:  Do not coadminister. 
Elvitegravir (EVG), boosted  • Rifabutin:  CYP3A induction is expected to decrease EVG levels.  
• Rifampin, rifap"
